pais,categoria,laboratorio,producto,mkt_am1,mkt_am2,mkt_am3,mkt_am4,mkt_am5,ms_am1,ms_am2,ms_am3,ms_am4,ms_am5,es_genomma,er_aplicado,mkt_usd_am1,mkt_usd_am2,mkt_usd_am3,mkt_usd_am4,mkt_usd_am5,pais_nombre
BRA,BEBIDAS,LEGRAND,HIDRABENE LR8,406.87,834.29,73.0,426.87,394.91,0.00010609901598169179,0.00020148077729385594,2.4202576597081024e-05,0.0001802326577893742,0.000212645923802666,False,5.242934838709678,77.60348211768611,159.12652467855665,13.923499384548101,81.41813948331573,75.32231701303961,Brasil
BRA,BEBIDAS,LIFAR,REIDRATANTE FIXIDRAT,187329.22,234755.06,176335.35,109021.28,27050.2,0.04884962250010532,0.05669327447586067,0.05846260020750811,0.046030864314661475,0.014565634620665154,False,5.242934838709678,35729.839443532546,44775.505937391135,33632.94708491882,20793.941438118443,5159.3622335877135,Brasil
BRA,BEBIDAS,MASSIME,HIDRASIM,118375.8,96393.24,193089.81,,,0.03086871948299346,0.02327893768482567,0.06401740981699756,,,False,5.242934838709678,22578.155869114922,18385.359148145173,36828.57329722616,,,Brasil
BRA,BEBIDAS,MAYBEN PHARMACEUTICAL,GASTROLEV,246.39999999999998,8624.0,18132.8,24488.8,,6.425344099562231e-05,0.0020826933361088036,0.00601178740985686,0.01033963855523327,,False,5.242934838709678,46.99657874455688,1644.8802560594909,3458.520953974436,4670.819064771528,,Brasil
BRA,BEBIDAS,MAYBEN PHARMACEUTICAL,HIDRABEN,20428.73,59955.63,104345.97,56761.48,,0.0053271761269094945,0.014479266125139735,0.03459508673317423,0.02396577974666387,,False,5.242934838709678,3896.430268247936,11435.509279523201,19902.20615171335,10826.27988830191,,Brasil
BRA,BEBIDAS,MCG LAB FARMACEUT,CONLIFE VITALIQUID,331889.02999999997,642109.1,355858.80000000005,145463.44,,0.08654631577191284,0.15506914930714533,0.11798218992801833,0.061417439507075136,,False,5.242934838709678,63302.14664305844,122471.31039264021,67873.96962720585,27744.659141291093,,Brasil
BRA,BEBIDAS,MCG LAB FARMACEUT,VITALYTE,250051.99000000002,393653.63,149026.2,474073.6,479133.2,0.06520576617411909,0.09506723004824219,0.04940846603386188,0.20016291825562033,0.25799732075289944,False,5.242934838709678,47693.13327219217,75082.6859593168,28424.194575089623,90421.41750452743,91386.44952488442,Brasil
BRA,BEBIDAS,MCG LAB FARMACEUT,VITARADE CONLIFE,245381.47999999998,266075.62,155553.61,332009.35,161954.0,0.06398784272158473,0.06425718004116632,0.05157257754763655,0.14018068161600147,0.08720685205119386,False,5.242934838709678,46802.313503554826,50749.36618237335,29669.18620683884,63325.09562177007,30889.95094965895,Brasil
BRA,BEBIDAS,MERAKI FARMA,RE-HIDRABEN,2430562.61,1757334.15,227752.22,,,0.6338149807134772,0.4243956543971972,0.07550945958500341,,,False,5.242934838709678,463588.1781430223,335181.3829584981,43439.834178074845,,,Brasil
BRA,BEBIDAS,MOVING,MOVING BEBIDAS,5556934.8100000005,455216.33,,,,1.4490754177388587,0.10993460308196963,,,,False,5.242934838709678,1059890.115164506,86824.71630946912,,,,Brasil
